cards_1,cards_2,isHigher,guessL,guessR,respKey_Guess,resp_Guess,reportL,reportR,respKey_Report,resp_Report,rt_Guess,rt_Report,isCorrectGuess,isCorrectReport,totalEarnings,guessEarnings,reportEarnings,tTrialStart,tGuessOnset,tGuessResp,tCard1Fixation,tCard1Onset,tCard1Offset,tCard2Fixation,tCard2Onset,tCard2Offset,tReportOnset,tReportResp,tReportFrameOnset,tReportOffset,tTrialEnd,tSummaryOnset,tSummaryOffset,isTest,p1,peP1,riskP1,peRiskP1,p2,riskP2,peP2,peRiskP2
1,6,1,2,1,2,1,1,2,1,1,6.68457230000058,2.14450039999792,1,1,15,10,5,149842.4696232,149843.4735524,149850.1581247,149851.266343,149852.7702414,149854.774041,NaN,149856.2798321,NaN,149858.2857421,149860.4302425,149860.5374482,149861.5413696,149861.541555,NaN,NaN,1,1,1,0.407407407407407,0.592592592592593,1,0,0,0
2,10,1,1,2,1,1,1,2,1,1,6.41752540000016,4.7486170999764,1,1,15,10,5,149861.7528257,149862.7568097,149869.1743351,149870.2826551,149871.7867143,149873.7925069,NaN,149875.2987641,NaN,149877.3052584,149882.0538755,149882.1619056,149883.1657354,149883.1658976,NaN,NaN,1,0.777777777777778,0.777777777777778,0.407407407407407,0.197530864197531,1,0.395061728395062,0.222222222222222,-0.345679012345679
5,10,1,1,2,NaN,-1,NaN,NaN,NaN,NaN,7.099398499995,NaN,NaN,NaN,-10,NaN,NaN,149883.3810697,149884.384863,149891.4842615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.111111111111111,-0.111111111111111,0.407407407407407,-0.395061728395062,NaN,0.987654320987654,NaN,NaN
3,2,0,1,2,1,1,2,1,1,2,2.66798840000411,2.99770000000717,0,1,-5,-10,5,149896.870586,149897.8744992,149900.5424876,149901.6506232,149903.1543183,149905.161015,NaN,149906.6668048,NaN,149908.6725866,149911.6702866,149911.7770261,149912.7808917,149912.7810819,NaN,NaN,1,0.555555555555556,0.555555555555556,0.407407407407407,-0.0987654320987654,-1,0.691358024691358,-1.55555555555556,1.7283950617284
10,6,0,1,2,2,2,1,2,1,1,3.08549669999047,2.39224610000383,1,1,15,10,5,149912.99763,149914.0014423,149917.086939,149918.1953366,149919.6991344,149921.7029033,NaN,149923.2070051,NaN,149925.2140062,149927.6062523,149927.7143206,149928.7180968,149928.7182648,NaN,NaN,1,1,1,0.407407407407407,0.592592592592593,1,0,0,0
8,10,1,2,1,2,1,2,1,2,1,4.91671039999346,2.57426500000292,1,1,15,10,5,149939.5341984,149940.5382902,149945.4550006,149946.5632845,149948.0671843,149950.0711026,NaN,149951.5768924,NaN,149953.5838379,149956.1581029,149956.2648876,149957.2687173,149957.2688835,NaN,NaN,1,-0.555555555555556,-0.555555555555556,0.407407407407407,-0.0987654320987654,1,0.691358024691358,1.55555555555556,1.7283950617284
10,8,0,2,1,1,2,2,1,2,1,6.34782130000531,5.24398140000994,1,1,15,10,5,149957.4870091,149958.4906709,149964.8384922,149965.9468491,149967.4522949,149969.4575747,NaN,149970.9647203,NaN,149972.9705197,149978.2145011,149978.3220361,149979.3256297,149979.3258715,NaN,NaN,1,1,1,0.407407407407407,0.592592592592593,1,0,0,0
9,8,0,1,2,2,2,2,1,2,1,3.56680020000204,1.92796550001367,1,1,15,10,5,149979.5389454,149980.5423275,149984.1091277,149985.2170231,149986.7210619,149988.7250899,NaN,149990.2315061,NaN,149992.237756,149994.1657215,149994.27297,149995.2767245,149995.2768906,NaN,NaN,1,0.777777777777778,0.777777777777778,0.407407407407407,0.197530864197531,1,0.395061728395062,0.222222222222222,-0.345679012345679
7,6,0,1,2,1,1,1,2,2,2,5.26117369998246,1.90127699999721,0,1,-5,-10,5,149995.4935615,149996.49752,150001.7586937,150002.8670551,150004.3708057,150006.377127,NaN,150007.883367,NaN,150009.8891613,150011.7904383,150011.8983566,150012.9022383,150012.9024199,NaN,NaN,1,-0.333333333333333,-0.333333333333333,0.407407407407407,-0.296296296296296,-1,0.888888888888889,-0.666666666666667,-0.444444444444444
1,8,1,1,2,1,1,2,1,2,1,6.3874692999816,3.07778290001443,1,1,15,10,5,150013.1192431,150014.1229835,150020.5104528,150021.6181587,150023.1219391,150025.1280077,NaN,150026.63381,NaN,150028.640972,150031.7187549,150031.8265258,150032.8301419,150032.8303183,NaN,NaN,1,1,1,0.407407407407407,0.592592592592593,1,0,0,0
