cards_1,cards_2,isHigher,guessL,guessR,respKey_Guess,resp_Guess,reportL,reportR,respKey_Report,resp_Report,rt_Guess,rt_Report,isCorrectGuess,isCorrectReport,totalEarnings,guessEarnings,reportEarnings,tTrialStart,tGuessOnset,tGuessResp,tCard1Fixation,tCard1Onset,tCard1Offset,tCard2Fixation,tCard2Onset,tCard2Offset,tReportOnset,tReportResp,tReportFrameOnset,tReportOffset,tTrialEnd,tSummaryOnset,tSummaryOffset,isTest,p1,peP1,riskP1,peRiskP1,p2,riskP2,peP2,peRiskP2
10,2,0,2,1,2,1,2,1,1,2,3.03361374966335,1.25722739379853,0,1,-5,-10,5,420808.483429759,420809.500156663,420812.533770413,420813.666403613,420815.182979556,420817.19944217,NaN,420818.715874137,NaN,420820.732412018,420821.989639412,420822.098626866,420823.115456691,420823.115854693,NaN,NaN,1,-1,-1,0.407407407407407,0.592592592592593,-1,0,0,0
6,7,1,1,2,1,1,2,1,2,1,2.46368220535805,1.63787920994218,1,1,15,10,5,420823.365263179,420824.381970696,420826.845652901,420827.981605252,420829.49791491,420831.514501544,NaN,420833.031026169,NaN,420835.047485647,420836.685364857,420836.797069328,420837.813858384,420837.81422588,NaN,NaN,1,-0.111111111111111,-0.111111111111111,0.407407407407407,-0.395061728395062,1,0.987654320987654,1.11111111111111,0.246913580246914
7,4,0,1,2,2,2,2,1,1,2,2.32669265463483,0.986913842090871,1,0,5,10,-5,420838.03049531,420839.047045451,420841.373738105,420842.496717484,420844.013284874,420846.029663098,NaN,420847.54615066,NaN,420849.562670295,420850.549584137,420850.662267931,420851.679075233,420851.679477227,NaN,NaN,1,0.333333333333333,0.333333333333333,0.407407407407407,-0.296296296296296,1,0.888888888888889,0.666666666666667,-0.444444444444445
2,10,1,1,2,1,1,1,2,1,1,2.93382366985315,1.24089535552775,1,1,15,10,5,420851.89562948,420852.912153677,420855.845977346,420856.978486812,420858.495010296,420860.51146949,NaN,420862.028011791,NaN,420864.044409972,420865.285305328,420865.394046739,420866.410818119,420866.411205857,NaN,NaN,1,0.777777777777778,0.777777777777778,0.407407407407407,0.197530864197531,1,0.395061728395062,0.222222222222222,-0.345679012345679
9,4,0,1,2,2,2,2,1,2,1,3.24130675691413,1.32923718530219,1,1,15,10,5,420866.627492678,420867.644024857,420870.885331614,420872.010325805,420873.526759197,420875.543112618,NaN,420877.059704812,NaN,420879.076162865,420880.40540005,420880.50912396,420881.525902467,420881.526289635,NaN,NaN,1,0.777777777777778,0.777777777777778,0.407407407407407,0.197530864197531,1,0.395061728395062,0.222222222222222,-0.345679012345679
3,8,1,2,1,2,1,1,2,1,1,1.96277914638631,0.966222317016218,1,1,15,10,5,420902.473692118,420903.490225438,420905.453004585,420906.573273219,420908.08977646,420910.106233658,NaN,420911.622632268,NaN,420913.639151618,420914.605373935,420914.722254138,420915.738889524,420915.739124733,NaN,NaN,1,0.555555555555556,0.555555555555556,0.407407407407407,-0.0987654320987654,1,0.691358024691358,0.444444444444444,-0.493827160493827
5,6,1,2,1,1,2,1,2,2,2,2.40113350644242,0.994074735965114,0,1,-5,-10,5,420915.95566786,420916.9721721,420919.373305606,420920.505119425,420922.0216335,420924.038098966,NaN,420925.55457883,NaN,420927.571040304,420928.56511504,420928.670690684,420929.687492855,420929.687895988,NaN,NaN,1,-0.111111111111111,-0.111111111111111,0.407407407407407,-0.395061728395062,-1,0.987654320987654,-0.888888888888889,-0.197530864197531
7,3,0,2,1,1,2,2,1,2,1,2.90044883528026,1.3454184049624,1,1,15,10,5,420929.904101555,420930.920775145,420933.821223981,420934.953592036,420936.469990931,420938.486612347,NaN,420940.003156929,NaN,420942.019404007,420943.364822412,420943.469151022,420944.485942929,420944.486321829,NaN,NaN,1,0.333333333333333,0.333333333333333,0.407407407407407,-0.296296296296296,1,0.888888888888889,0.666666666666667,-0.444444444444445
4,9,1,1,2,2,2,2,1,1,2,3.49377951334463,1.71577891288325,0,1,-5,-10,5,420944.702670232,420945.719171906,420949.212951419,420950.335407295,420951.851811948,420953.868257172,NaN,420955.384789209,NaN,420957.401236143,420959.117015056,420959.23416582,420960.250955161,420960.251351167,NaN,NaN,1,-0.333333333333333,-0.333333333333333,0.407407407407407,-0.296296296296296,-1,0.888888888888889,-0.666666666666667,-0.444444444444444
3,2,0,2,1,1,2,1,2,1,1,3.384637534793,1.81051927531371,1,1,15,10,5,420960.467658801,420961.484200674,420964.868838209,420966.000245757,420967.51670994,420969.533342761,NaN,420971.049878504,NaN,420973.066156658,420974.876675933,420974.982504748,420975.99928468,420975.999670138,NaN,NaN,1,-0.555555555555556,-0.555555555555556,0.407407407407407,-0.0987654320987654,1,0.691358024691358,1.55555555555556,1.7283950617284
