cards_1,cards_2,isHigher,guessL,guessR,respKey_Guess,resp_Guess,reportL,reportR,respKey_Report,resp_Report,rt_Guess,rt_Report,isCorrectGuess,isCorrectReport,totalEarnings,guessEarnings,reportEarnings,tTrialStart,tGuessOnset,tGuessResp,tCard1Fixation,tCard1Onset,tCard1Offset,tCard2Fixation,tCard2Onset,tCard2Offset,tReportOnset,tReportResp,tReportFrameOnset,tReportOffset,tTrialEnd,tSummaryOnset,tSummaryOffset,isTest,p1,peP1,riskP1,peRiskP1,p2,riskP2,peP2,peRiskP2
8,9,1,2,1,2,1,1,2,1,1,1.57894519999999,1.90199699999999,1,1,15,10,5,163.503933685138,164.5073197,166.0862649,167.1941325,168.6973169,170.7005953,NaN,172.2039468,NaN,174.207451,176.109448,176.2146859,177.2186787,177.2194388,NaN,NaN,1,-0.555555555555556,-0.555555555555556,0.407407407407407,-0.0987654320987654,1,0.691358024691358,1.55555555555556,1.7283950617284
8,6,0,1,2,2,2,1,2,1,1,1.6270682,0.604262500000004,1,1,15,10,5,177.4390583,178.4423887,180.0694569,181.175087,182.6769914,184.6791403,NaN,186.1824591,NaN,188.1864725,188.790735,188.8958161,189.89925,189.9000363,NaN,NaN,1,0.555555555555556,0.555555555555556,0.407407407407407,-0.0987654320987654,1,0.691358024691358,0.444444444444444,-0.493827160493827
5,1,0,2,1,2,1,2,1,1,2,1.2731905,1.0543854,0,1,-5,-10,5,190.1150882,191.1171089,192.3902994,193.4969163,194.9999706,197.0032474,NaN,198.5064779,NaN,200.5108075,201.5651929,201.6704389,202.6738544,202.6746731,NaN,NaN,1,0.111111111111111,0.111111111111111,0.407407407407407,-0.395061728395062,-1,0.987654320987654,-1.11111111111111,0.246913580246914
3,10,1,1,2,1,1,1,2,1,1,1.2713626,0.745023000000003,1,1,15,10,5,202.8914871,203.8948202,205.1661828,206.2727386,207.7747865,209.7777103,NaN,211.2810397,NaN,213.2842742,214.0292972,214.1340695,215.1372946,215.1380084,NaN,NaN,1,0.555555555555556,0.555555555555556,0.407407407407407,-0.0987654320987654,1,0.691358024691358,0.444444444444444,-0.493827160493827
10,9,0,1,2,1,1,2,1,1,2,0.787224499999979,1.5675971,0,1,-5,-10,5,215.3596981,216.3629544,217.1501789,218.2580857,219.7613481,221.7645857,NaN,223.2680182,NaN,225.2712312,226.8388283,226.9451853,227.9485087,227.9546951,NaN,NaN,1,-1,-1,0.407407407407407,0.592592592592593,-1,0,0,0
10,4,0,1,2,1,1,2,1,1,2,0.892494499999998,0.878094699999991,0,1,-5,-10,5,230.2141526,231.2175837,232.1100782,233.2166907,234.7197268,236.7230122,NaN,238.2265569,NaN,240.2309549,241.1090496,241.2137033,242.2170508,242.2174502,NaN,NaN,1,-1,-1,0.407407407407407,0.592592592592593,-1,0,0,0
6,2,0,1,2,1,1,1,2,2,2,0.787332399999997,1.29636479999999,0,1,-5,-10,5,242.4319227,243.4350776,244.22241,245.3288979,246.8319858,248.8352833,NaN,250.3388196,NaN,252.3420217,253.6383865,253.7435472,254.7469524,254.7482177,NaN,NaN,1,-0.111111111111111,-0.111111111111111,0.407407407407407,-0.395061728395062,-1,0.987654320987654,-0.888888888888889,-0.197530864197531
9,6,0,2,1,1,2,2,1,2,1,2.41014750000002,0.894564500000001,1,1,15,10,5,254.9603961,255.9636103,258.3737578,259.4806589,260.9846391,262.9879652,NaN,264.4910829,NaN,266.4953501,267.3899146,267.4945543,268.4978771,268.4992464,NaN,NaN,1,0.777777777777778,0.777777777777778,0.407407407407407,0.197530864197531,1,0.395061728395062,0.222222222222222,-0.345679012345679
1,5,1,1,2,1,1,1,2,1,1,1.2573883,0.921442099999979,1,1,15,10,5,268.7135866,269.7169327,270.974321,272.0801619,273.5832663,275.5867401,NaN,277.0888577,NaN,279.0922348,280.0136769,280.118147,281.1202411,281.1214615,NaN,NaN,1,1,1,0.407407407407407,0.592592592592593,1,0,0,0
6,8,1,1,2,1,1,2,1,2,1,0.646359500000017,1.59212789999998,1,1,15,10,5,281.3404107,282.3438453,282.9902048,284.0966034,285.5999554,287.6033056,NaN,289.1066271,NaN,291.1100027,292.7021306,292.807753,293.8109158,293.8119627,NaN,NaN,1,-0.111111111111111,-0.111111111111111,0.407407407407407,-0.395061728395062,1,0.987654320987654,1.11111111111111,0.246913580246914
9,1,0,2,1,1,2,2,1,2,1,0.588762499999973,1.03439889999999,1,1,15,10,5,308.1410229,309.1443214,309.7330839,310.8384802,312.34177,314.3450911,NaN,315.8480338,NaN,317.8513307,318.8857296,318.988659,319.9920537,319.9922433,NaN,NaN,1,0.777777777777778,0.777777777777778,0.407407407407407,0.197530864197531,1,0.395061728395062,0.222222222222222,-0.345679012345679
5,6,1,1,2,1,1,1,2,1,1,0.695154000000002,0.81594530000001,1,1,15,10,5,320.2103998,321.2144144,321.9095684,323.0163642,324.5196425,326.5230856,NaN,328.0265005,NaN,330.0298403,330.8457856,330.950213,331.9535792,331.9550849,NaN,NaN,1,0.111111111111111,0.111111111111111,0.407407407407407,-0.395061728395062,1,0.987654320987654,0.888888888888889,-0.197530864197531
3,8,1,2,1,1,2,1,2,2,2,0.651164699999981,0.800965299999973,0,1,-5,-10,5,332.1747537,333.1780122,333.8291769,334.9357706,336.4390902,338.4425284,NaN,339.9455377,NaN,341.948839,342.7498043,342.8552824,343.8582918,343.8592346,NaN,NaN,1,-0.555555555555556,-0.555555555555556,0.407407407407407,-0.0987654320987654,-1,0.691358024691358,-0.444444444444444,-0.493827160493827
4,9,1,1,2,1,1,1,2,1,1,0.576430599999981,0.807858099999976,1,1,15,10,5,344.0741014,345.0775841,345.6540147,346.7607984,348.2642684,350.2660828,NaN,351.7694995,NaN,353.7731162,354.5809743,354.6855634,355.6887706,355.6889928,NaN,NaN,1,0.333333333333333,0.333333333333333,0.407407407407407,-0.296296296296296,1,0.888888888888889,0.666666666666667,-0.444444444444445
4,2,0,2,1,1,2,2,1,2,1,0.73066799999998,1.20259419999996,1,1,15,10,5,355.9031065,356.9062779,357.6369459,358.7437103,360.2469889,362.2503101,NaN,363.7536345,NaN,365.7554104,366.9580046,367.0629442,368.0663108,368.0664855,NaN,NaN,1,-0.333333333333333,-0.333333333333333,0.407407407407407,-0.296296296296296,1,0.888888888888889,1.33333333333333,0.888888888888889
7,6,0,1,2,1,1,2,1,1,2,1.7593463,1.02939599999996,0,1,-5,-10,5,374.3380479,375.3414981,377.1008444,378.2074839,379.7116782,381.7160134,NaN,383.2202057,NaN,385.224436,386.253832,386.358373,387.3618133,387.3620609,NaN,NaN,1,-0.333333333333333,-0.333333333333333,0.407407407407407,-0.296296296296296,-1,0.888888888888889,-0.666666666666667,-0.444444444444444
3,5,1,2,1,1,2,2,1,1,2,0.574903199999994,0.982830100000001,0,1,-5,-10,5,387.5804329,388.582531,389.1574342,390.2637674,391.7672021,393.771139,NaN,395.2746268,NaN,397.2779926,398.2608227,398.3653694,399.3689145,399.3691151,NaN,NaN,1,-0.555555555555556,-0.555555555555556,0.407407407407407,-0.0987654320987654,-1,0.691358024691358,-0.444444444444444,-0.493827160493827
